text,label_str,label,text_length,word_count,text_original,changed,label_id
i feel jaded about everything,sadness,4,29,5,i feel jaded about everything,False,4
i leave his words feeling doubtful of the naight ever ending,fear,1,60,11,i leave his words feeling doubtful of the naight ever ending,False,1
i feel like im still quite bad at describing my feelings with good words and beautiful phrases,sadness,4,94,17,i feel like im still quite bad at describing my feelings with good words and beautiful phrases,False,4
im gestating one and feeling pretty thrilled about that,joy,2,55,9,im gestating one and feeling pretty thrilled about that,False,2
i apply it i walk very fast around the room because the rush of air against the essence on my lips feels very cool,joy,2,114,24,i apply it i walk very fast around the room because the rush of air against the essence on my lips feels very cool,False,2
i feel her sweet sound nice melody of the song,joy,2,46,10,i feel her sweet sound nice melody of the song,False,2
im feeling generous or in a restaurant like the mandarin grill which has a fairly stellar reputation this impression may be extended to edible yet decorative garnishes like samphire,love,3,181,29,im feeling generous or in a restaurant like the mandarin grill which has a fairly stellar reputation this impression may be extended to edible yet decorative garnishes like samphire,False,3
i am feeling impatient i havent been blogging because each day was pretty similar sleep eat pregnancy pains sleep etc,anger,0,117,20,i am feeling impatient i havent been blogging because each day was pretty similar sleep eat pregnancy pains sleep etc,False,0
i feel like how i m pissed that i have to spend an entire extra year in school because of stupid biochem,anger,0,104,22,i feel like how i m pissed that i have to spend an entire extra year in school because of stupid biochem,False,0
i think i wake up every day feeling terrified in some way but then i feel totally exhilirated when facing things i ve always been scared to do,fear,1,142,28,i think i wake up every day feeling terrified in some way but then i feel totally exhilirated when facing things i ve always been scared to do,False,1
im feeling a bit needy i keep thinking i would appreciate any attention but of course that is not true,sadness,4,102,20,im feeling a bit needy i keep thinking i would appreciate any attention but of course that is not true,False,4
i feel a little paranoid that i may forget what ive learnt,fear,1,58,12,i feel a little paranoid that i may forget what ive learnt,False,1
i feel so rude i thought as i dialed my house,anger,0,45,11,i feel so rude i thought as i dialed my house,False,0
i feel so empty idk i came home early from school,sadness,4,49,11,i feel so empty idk i came home early from school,False,4
i feel herpes coming i would be very surprised at this point if i make it out again after my checkup at the clinic on wednesday,surprise,5,127,26,i feel herpes coming i would be very surprised at this point if i make it out again after my checkup at the clinic on wednesday,False,5
i dunno i just feel so useless,sadness,4,30,7,i dunno i just feel so useless,False,4
i feel more resolved than ever to persevere with the use of web based technology for learning despite problems mistakes and frustrations,joy,2,136,22,i feel more resolved than ever to persevere with the use of web based technology for learning despite problems mistakes and frustrations,False,2
i feel oddly nostalgic for those early days when we were all still figuring things out,love,3,86,16,i feel oddly nostalgic for those early days when we were all still figuring things out,False,3
i really dont think seriously happy and focused like i am familiar with feeling nonetheless rather i feel strangely distracted and uncomfortable,anger,0,144,22,i really dont think seriously happy and focused like i am familiar with feeling nonetheless rather i feel strangely distracted and uncomfortable,False,0
i didn t feel particularly sympathetic toward her,love,3,49,8,i didn t feel particularly sympathetic toward her,False,3
i was at the cinema with my sister and her boyfriend a man sitting beside me started to stroke my leg for a while,fear,1,113,24,i was at the cinema with my sister and her boyfriend a man sitting beside me started to stroke my leg for a while,False,1
i am a runner probably i would really feel far more safe in the title,joy,2,69,15,i am a runner probably i would really feel far more safe in the title,False,2
i wonder if they ever feel any pain or sadness because they always seem lively,joy,2,78,15,i wonder if they ever feel any pain or sadness because they always seem lively,False,2
im still a little mixed on how i feel about him back especially because i liked the a href,love,3,90,19,im still a little mixed on how i feel about him back especially because i liked the a href,False,3
i feel so vulnerable and yet so protective over her,fear,1,51,10,i feel so vulnerable and yet so protective over her,False,1
i use it as my blog name because it allows me to maintain a certain degree of anonymity without feeling like i m using a fake identity,sadness,4,134,27,i use it as my blog name because it allows me to maintain a certain degree of anonymity without feeling like i m using a fake identity,False,4
i usually doubt my self at this point as i feel i should be that amazing housewife who motors all day and has a list of things they can tell theyre husband they did all day while they were at work and i was at home,surprise,5,214,46,i usually doubt my self at this point as i feel i should be that amazing housewife who motors all day and has a list of things they can tell theyre husband they did all day while they were at work and i was at home,False,5
i feel selfish but she would insist,anger,0,35,7,i feel selfish but she would insist,False,0
i need to get in touch with what i want and how i want to feel did i mention how much i hate people caring for me,love,3,113,27,i need to get in touch with what i want and how i want to feel did i mention how much i hate people caring for me,False,3
i feel quite naughty but the,love,3,28,6,i feel quite naughty but the,False,3
i went by on wednesday feeling slightly regretful that i didnt try to haggle,sadness,4,76,14,i went by on wednesday feeling slightly regretful that i didnt try to haggle,False,4
i feel generous prizes for all finalists too,joy,2,44,8,i feel generous prizes for all finalists too,False,2
i make new friends in the process i dont feel too slutty lol,love,3,60,13,i make new friends in the process i dont feel too slutty lol,False,3
i always plant a big section of lettuce and i leave it open for those pesky bunnies so that they can feel all rebellious as if they are raiding my garden,anger,0,153,31,i always plant a big section of lettuce and i leave it open for those pesky bunnies so that they can feel all rebellious as if they are raiding my garden,False,0
im not feeling terrific but have nonetheless managed to drag my carcass over to nordstroms a couple times so theres life in me yet,joy,2,130,24,im not feeling terrific but have nonetheless managed to drag my carcass over to nordstroms a couple times so theres life in me yet,False,2
i do not feel assured,joy,2,21,5,i do not feel assured,False,2
i feel rotten but no amount of suggesting that losing a sense of smell is a terribly disorientating experience for a wine person seems to convince people that i might not actually live to feel good again,sadness,4,203,37,i feel rotten but no amount of suggesting that losing a sense of smell is a terribly disorientating experience for a wine person seems to convince people that i might not actually live to feel good again,False,4
i am not that organised but i am feeling smug that i have at last managed to list a couple of fathers day cards in my etsy and folksy shops,joy,2,139,30,i am not that organised but i am feeling smug that i have at last managed to list a couple of fathers day cards in my etsy and folksy shops,False,2
i could try to reach my tongue out to lick it but in vain so close i could feel the divine warmth from her pussy but in vain,joy,2,124,28,i could try to reach my tongue out to lick it but in vain so close i could feel the divine warmth from her pussy but in vain,False,2
i then feel your tender touch as you enfold me with his love,love,3,60,13,i then feel your tender touch as you enfold me with his love,False,3
i overcome the claustrophobic feeling that i get after i dont know but what i do know is that there is a path i need to follow to get to my vision and i need to make sure the road i choose has to lead there,joy,2,206,46,i overcome the claustrophobic feeling that i get after i dont know but what i do know is that there is a path i need to follow to get to my vision and i need to make sure the road i choose has to lead there,False,2
im feeling determined now to push through any hiccups and reach my ultimate goal of being within the healthy weight range kg for my height,joy,2,138,25,im feeling determined now to push through any hiccups and reach my ultimate goal of being within the healthy weight range kg for my height,False,2
i am tired of being tired and feeling beaten down,sadness,4,49,10,i am tired of being tired and feeling beaten down,False,4
i began to feel very strange,fear,1,28,6,i began to feel very strange,False,1
i feel a little more sociable today,joy,2,35,7,i feel a little more sociable today,False,2
i feel slightly snobbish,anger,0,24,4,i feel slightly snobbish,False,0
i feel a strange sense of foreboding,fear,1,36,7,i feel a strange sense of foreboding,False,1
i got the feeling that steve was impressed that bi was used in manufacturing and not only in finance as in the us,surprise,5,113,23,i got the feeling that steve was impressed that bi was used in manufacturing and not only in finance as in the us,False,5
i wanted to because he loves me and i feel like if he cares enough about me even if he doesnt care about the wedding itself he should be more supportive and not throw it in my face,love,3,180,38,i wanted to because he loves me and i feel like if he cares enough about me even if he doesnt care about the wedding itself he should be more supportive and not throw it in my face,False,3
im feeling a little bit embarrassed about the serious lapse in blogging but ive had an extremely busy past few months trying to finish new work in time for the toronto outdoor show as well as a number of other exhibitions,sadness,4,221,41,im feeling a little bit embarrassed about the serious lapse in blogging but ive had an extremely busy past few months trying to finish new work in time for the toronto outdoor show as well as a number of other exhibitions,False,4
i feel like an ass when i have to ask someone what their delicious looking dessert is made of,joy,2,93,19,i feel like an ass when i have to ask someone what their delicious looking dessert is made of,False,2
i deprive myself of everything nice i end up cracking feeling terrible for eating something bad and in turn eat more of it,sadness,4,122,23,i deprive myself of everything nice i end up cracking feeling terrible for eating something bad and in turn eat more of it,False,4
i feel that those who visit and come to this site become members of it would have a bag of tools which they can use to make their lives successful in many ways,joy,2,159,33,i feel that those who visit and come to this site become members of it would have a bag of tools which they can use to make their lives successful in many ways,False,2
i think she just rolled out i guess she s over it already i m kinda feeling that but no one has performed yet and word on the street is there is supposed to be a surprised performance by lil wayne nikki minaj and drake that would be dope,surprise,5,237,49,i think she just rolled out i guess she s over it already i m kinda feeling that but no one has performed yet and word on the street is there is supposed to be a surprised performance by lil wayne nikki minaj and drake that would be dope,False,5
i am feeling pretty pleased with the amount of work trackchanges has allowed me to document,joy,2,91,16,i am feeling pretty pleased with the amount of work trackchanges has allowed me to document,False,2
i hate being in an environment where im constantly feeling rejected cast aside and forgotten e,sadness,4,94,16,i hate being in an environment where im constantly feeling rejected cast aside and forgotten e,False,4
i really feel valued,joy,2,20,4,i really feel valued,False,2
i feel i don t need to describe how gorgeous the dominican republic was i ll let the film speak for itself,joy,2,106,22,i feel i don t need to describe how gorgeous the dominican republic was i ll let the film speak for itself,False,2
i hurt your feelings or angered you with my last rant im sorry,anger,0,62,13,i hurt your feelings or angered you with my last rant im sorry,False,0
i feel invigorated as i am one,joy,2,30,7,i feel invigorated as i am one,False,2
i feel like every once in a while i should stop trying to do the smart thing and really go for my dreams,joy,2,104,23,i feel like every once in a while i should stop trying to do the smart thing and really go for my dreams,False,2
im feeling annoyed to add on i dont feel important or whatever shit anymore,anger,0,75,14,im feeling annoyed to add on i dont feel important or whatever shit anymore,False,0
ive been feeling a little stressed and overwhelmed,sadness,4,50,8,ive been feeling a little stressed and overwhelmed,False,4
i feel in perfect height or just height threads picture images,joy,2,62,11,i feel in perfect height or just height threads picture images,False,2
ive found that when i make a simple mistake or i really screw up i feel foolish guilty and like i will never be myself again,sadness,4,124,26,ive found that when i make a simple mistake or i really screw up i feel foolish guilty and like i will never be myself again,False,4
i know about have to do largely with the fact that any feelings romantic or sexual i have successfully hidden from myself,love,3,121,22,i know about have to do largely with the fact that any feelings romantic or sexual i have successfully hidden from myself,False,3
i would further suggest people might feel more at ease in caring giving societies,love,3,81,14,i would further suggest people might feel more at ease in caring giving societies,False,3
i have reached the conclusion that what i feel is most important is what i think will most likely make me feel good or and keep away bad or unhappy feelings,joy,2,156,31,i have reached the conclusion that what i feel is most important is what i think will most likely make me feel good or and keep away bad or unhappy feelings,False,2
i know im probably preaching to the choir on this one but i feel very passionate about the health and well being of my american friends who i love dearly,love,3,153,30,i know im probably preaching to the choir on this one but i feel very passionate about the health and well being of my american friends who i love dearly,False,3
i feel these paints will be perfect for my plein air work,joy,2,57,12,i feel these paints will be perfect for my plein air work,False,2
im not taking naps during the day i havent really been feeling sleep deprived during the day and ive cut my caffeine intake to a third of what it used to be since coming back from the uk,sadness,4,186,38,im not taking naps during the day i havent really been feeling sleep deprived during the day and ive cut my caffeine intake to a third of what it used to be since coming back from the uk,False,4
i provided dinner alcohol and a place to crash and all i got in return was the feeling of being completely unwelcome in my own apartment,sadness,4,136,26,i provided dinner alcohol and a place to crash and all i got in return was the feeling of being completely unwelcome in my own apartment,False,4
id begun to feel empty and this was after having had several juices and lots of water water will only make you feel full for so long but it was quite good at rinsing out from my pie hole the putrid flavors id forced upon myself,sadness,4,227,46,id begun to feel empty and this was after having had several juices and lots of water water will only make you feel full for so long but it was quite good at rinsing out from my pie hole the putrid flavors id forced upon myself,False,4
i love life feel optimistic and lucky,joy,2,37,7,i love life feel optimistic and lucky,False,2
i would feel the speech is successful if its very uplifting and gives props to the graduating class,joy,2,99,18,i would feel the speech is successful if its very uplifting and gives props to the graduating class,False,2
i feel quite disturbed about the whole thing and to top it off im feeling shame,sadness,4,79,16,i feel quite disturbed about the whole thing and to top it off im feeling shame,False,4
i want to feel like i m reading something worthwhile,joy,2,52,10,i want to feel like i m reading something worthwhile,False,2
i really feel about affiliate marketing add to delicious a href http www,joy,2,72,13,i really feel about affiliate marketing add to delicious a href http www,False,2
i feel arsenal could be clearly superior,joy,2,40,7,i feel arsenal could be clearly superior,False,2
i feel she s frantic about controlling her message wary of others readings fearful of what meaning they might find and or create in her performance,fear,1,147,26,i feel she s frantic about controlling her message wary of others readings fearful of what meaning they might find and or create in her performance,False,1
i have simply not feel like learning those unimportant stuff,sadness,4,60,10,i have simply not feel like learning those unimportant stuff,False,4
i remember feeling completely hopeless and wondering what the heck i was even doing there at miss idaho with women who were totally in a different league,sadness,4,153,27,i remember feeling completely hopeless and wondering what the heck i was even doing there at miss idaho with women who were totally in a different league,False,4
i feel like im assaulted by constant flakiness,fear,1,46,8,i feel like im assaulted by constant flakiness,False,1
i feel relaxed merson said,joy,2,26,5,i feel relaxed merson said,False,2
i must say it was first numb then ouch my head feel dazed,surprise,5,57,13,i must say it was first numb then ouch my head feel dazed,False,5
im starting to feel wryly amused at the banal comedy of errors my life is turning into,joy,2,86,17,im starting to feel wryly amused at the banal comedy of errors my life is turning into,False,2
i hide this secret inside of me away from everyone because i feel ashamed and like i have no assistance in making it better,sadness,4,123,24,i hide this secret inside of me away from everyone because i feel ashamed and like i have no assistance in making it better,False,4
i feel the pain of this in ways that only a tortured ti could possibly understand,fear,1,81,16,i feel the pain of this in ways that only a tortured ti could possibly understand,False,1
i feel disheartened or defeated,sadness,4,31,5,i feel disheartened or defeated,False,4
i know but i m also upset because i increasingly get the feeling that i m a pleasant accessory,joy,2,94,19,i know but i m also upset because i increasingly get the feeling that i m a pleasant accessory,False,2
im now sat in work on a late shift putting the finishing touches to tomorrows paper and feeling ever so slightly delicate,love,3,121,22,im now sat in work on a late shift putting the finishing touches to tomorrows paper and feeling ever so slightly delicate,False,3
i wonder if feeling complacent is a result of my laziness,joy,2,57,11,i wonder if feeling complacent is a result of my laziness,False,2
i love but these are just a few that i ve been thinking of lately feel free to comment tell me i am an idiot or whatever,joy,2,120,27,i love but these are just a few that i ve been thinking of lately feel free to comment tell me i am an idiot or whatever,False,2
i just feel too stubborn to give up on a dream,anger,0,46,11,i just feel too stubborn to give up on a dream,False,0
i first started and i m feeling more confident behind the wheel,joy,2,63,12,i first started and i m feeling more confident behind the wheel,False,2
i feel i can never thank you enough for helping this girl with a troubled past become who she is today,sadness,4,102,21,i feel i can never thank you enough for helping this girl with a troubled past become who she is today,False,4
i realized my mistake and i m really feeling terrible and thinking that i shouldn t do that,sadness,4,91,18,i realized my mistake and i m really feeling terrible and thinking that i shouldn t do that,False,4
i am feeling remarkably grumpy not to mention foolish,anger,0,53,9,i am feeling remarkably grumpy not to mention foolish,False,0
i thought i was doing what was best for my child but my pediatrician made me feel like a neglectful mom,sadness,4,103,21,i thought i was doing what was best for my child but my pediatrician made me feel like a neglectful mom,False,4
i feel like a blundering idiot around these people which might be exactly what i need but it doesn t make it any more pleasant,joy,2,126,25,i feel like a blundering idiot around these people which might be exactly what i need but it doesn t make it any more pleasant,False,2
i feel like a wimpy blubbering fool right now,fear,1,45,9,i feel like a wimpy blubbering fool right now,False,1
i havent been like that lately and i am seriously feeling depressed about it,sadness,4,76,14,i havent been like that lately and i am seriously feeling depressed about it,False,4
i arabia indigenous believers in christ often feel isolated and alone,sadness,4,69,11,i arabia indigenous believers in christ often feel isolated and alone,False,4
i will just say that i feel jealous and angry,anger,0,45,10,i will just say that i feel jealous and angry,False,0
i know he s feeling to me is sincere so i could tolerate these small trouble but i can t stand his this character in the performance of the sex life of husband and wife,joy,2,168,35,i know he s feeling to me is sincere so i could tolerate these small trouble but i can t stand his this character in the performance of the sex life of husband and wife,False,2
i try to hang out with the both of them then i feel like this awkward third wheel,sadness,4,81,18,i try to hang out with the both of them then i feel like this awkward third wheel,False,4
ill be glad when shes all better cuz keeping ollie from fighting with her while shes feeling playful is quite a job,joy,2,115,22,ill be glad when shes all better cuz keeping ollie from fighting with her while shes feeling playful is quite a job,False,2
i still cant make it for longer than a half hour in the office before feeling awful and having someone drive me home but i feel perfectly fine when im sitting on my butt on the couch all day,sadness,4,190,39,i still cant make it for longer than a half hour in the office before feeling awful and having someone drive me home but i feel perfectly fine when im sitting on my butt on the couch all day,False,4
i dont show my insecurity in my persona if not i might come off as a mad bitch whod practically hated on everyone just because shes feeling insecured and being too overly paranoid,fear,1,179,33,i dont show my insecurity in my persona if not i might come off as a mad bitch whod practically hated on everyone just because shes feeling insecured and being too overly paranoid,False,1
im sitting here in the belmont library listening to hold on tight by electric light orchestra feeling a bit of discontent,sadness,4,121,21,im sitting here in the belmont library listening to hold on tight by electric light orchestra feeling a bit of discontent,False,4
i found myself feeling so angry,anger,0,31,6,i found myself feeling so angry,False,0
i feel ecstatic and happy and now anxious,joy,2,41,8,i feel ecstatic and happy and now anxious,False,2
i was feeling kinda discouraged because i was stuck but today i proved to myself that i can do things that i didnt think i could do,sadness,4,131,27,i was feeling kinda discouraged because i was stuck but today i proved to myself that i can do things that i didnt think i could do,False,4
i love some of it the media coverage but sometime i feel they put an ugly picture,sadness,4,81,17,i love some of it the media coverage but sometime i feel they put an ugly picture,False,4
i was stupid and said yes which made me feel idiotic because i didnt stick to my guns and do what i had set out to do,sadness,4,117,27,i was stupid and said yes which made me feel idiotic because i didnt stick to my guns and do what i had set out to do,False,4
i ate something wrong so i feel terrible all day,sadness,4,48,10,i ate something wrong so i feel terrible all day,False,4
i lay here still awake i find myself feeling unhappy,sadness,4,52,10,i lay here still awake i find myself feeling unhappy,False,4
im sure that each person has their own complex set of reasons for leaving and chalking it up to one reason or feeling like because they all hated academia is probably a little too simple,anger,0,186,35,im sure that each person has their own complex set of reasons for leaving and chalking it up to one reason or feeling like because they all hated academia is probably a little too simple,False,0
im usually feeling very blank and i know i posted already today but it was all bachelorette talk and i guess i had more to say,sadness,4,126,26,im usually feeling very blank and i know i posted already today but it was all bachelorette talk and i guess i had more to say,False,4
i love this little boy and sometimes i feel how inadequate i am as a parent to him,sadness,4,82,18,i love this little boy and sometimes i feel how inadequate i am as a parent to him,False,4
i wont feel regretful,sadness,4,21,4,i wont feel regretful,False,4
i feel like that leaves me as the artistic equivalent of the crack between couch cushions,joy,2,89,16,i feel like that leaves me as the artistic equivalent of the crack between couch cushions,False,2
ive been feeling restless in my career,fear,1,38,7,ive been feeling restless in my career,False,1
i feel shes friendly and nice,joy,2,29,6,i feel shes friendly and nice,False,2
i do feel a little bashful about it,fear,1,35,8,i do feel a little bashful about it,False,1
im so excited thinking that some hot man might see my sweet little pussy this makes me feel so naughty a naught little girl hehehehehe,love,3,134,25,im so excited thinking that some hot man might see my sweet little pussy this makes me feel so naughty a naught little girl hehehehehe,False,3
i feel its my job to let you know when you might have missed another holiday,sadness,4,76,16,i feel its my job to let you know when you might have missed another holiday,False,4
i actually feel lame because its such a much lighter workout than the px but im able to push harder and i dont dread it so much,sadness,4,127,27,i actually feel lame because its such a much lighter workout than the px but im able to push harder and i dont dread it so much,False,4
i always feel rushed during these emails which i dont like but asa este,anger,0,71,14,i always feel rushed during these emails which i dont like but asa este,False,0
i feel pretty rotten,sadness,4,20,4,i feel pretty rotten,False,4
when my relatives and i were in a car going slowly on a frozen road,fear,1,67,15,when my relatives and i were in a car going slowly on a frozen road,False,1
im feeling artistic today,joy,2,25,4,im feeling artistic today,False,2
ive been feeling kinda crappy the last couple days so am just kind of in a blah mood,sadness,4,84,18,ive been feeling kinda crappy the last couple days so am just kind of in a blah mood,False,4
i feel so vulnerable i need to have a mask on to go into the world or if my desire is caused by a need to divert attention or cover up weakness i should probably be making more constructive use of my time than trying to look pretty,fear,1,231,48,i feel so vulnerable i need to have a mask on to go into the world or if my desire is caused by a need to divert attention or cover up weakness i should probably be making more constructive use of my time than trying to look pretty,False,1
im feeling amazing because im answering these questions from new york so life is good,surprise,5,85,15,im feeling amazing because im answering these questions from new york so life is good,False,5
my boyfriend with whom i had a longlasting relationship,sadness,4,55,9,my boyfriend with whom i had a longlasting relationship,False,4
i feel pretty weird blogging about deodorant but im a bit of a deodorant snob and find it really hard to find a good one,surprise,5,120,25,i feel pretty weird blogging about deodorant but im a bit of a deodorant snob and find it really hard to find a good one,False,5
i should feel contented with what ive now,joy,2,41,8,i should feel contented with what ive now,False,2
i feel low confidence sometimes,sadness,4,31,5,i feel low confidence sometimes,False,4
i am feeling the need the longing for the flowers the birds and the warmth of the sun,love,3,85,18,i am feeling the need the longing for the flowers the birds and the warmth of the sun,False,3
i couldn t see a future without the pain and i was feeling heartbroken i d gone from being a very happy and active mum doing lots of outdoor activities with my children,sadness,4,168,33,i couldn t see a future without the pain and i was feeling heartbroken i d gone from being a very happy and active mum doing lots of outdoor activities with my children,False,4
i pick up the cards i feel a shiver go up my spine and i just feel so curious,surprise,5,77,19,i pick up the cards i feel a shiver go up my spine and i just feel so curious,False,5
im not exactly sure why but at least im still sleeping well and generally feel fine when i wake up in the morning,joy,2,113,23,im not exactly sure why but at least im still sleeping well and generally feel fine when i wake up in the morning,False,2
i feel so horrendously ugly these days,sadness,4,38,7,i feel so horrendously ugly these days,False,4
i love those kiddos and yet am left feeling so helpless,sadness,4,55,11,i love those kiddos and yet am left feeling so helpless,False,4
i want others to be happy but does that mean i step back yet again it feels like and allow them to be happy because they deserve it or do they even deserve it or do i,joy,2,166,37,i want others to be happy but does that mean i step back yet again it feels like and allow them to be happy because they deserve it or do they even deserve it or do i,False,2
i found myself agreeing with a lot of her thoughts about how pregnant women are wrong in feeling superior to others about how each man basically just wants a woman who lets him do anything he wants,joy,2,197,37,i found myself agreeing with a lot of her thoughts about how pregnant women are wrong in feeling superior to others about how each man basically just wants a woman who lets him do anything he wants,False,2
i am true to what i feel and have come to understand that i am not being faithful to the girl but rather to myself,love,3,114,25,i am true to what i feel and have come to understand that i am not being faithful to the girl but rather to myself,False,3
im still feeling pretty low and demotivated including ups,sadness,4,57,9,im still feeling pretty low and demotivated including ups,False,4
i am standing in my oversized tee shirt baggy yoga pants pulled up hair already semi sweat streaked from spin and am trying to feel graceful and sexy,joy,2,149,28,i am standing in my oversized tee shirt baggy yoga pants pulled up hair already semi sweat streaked from spin and am trying to feel graceful and sexy,False,2
i feel in my belly perfect two you can be the butterflies i a class imagebox href http s,joy,2,88,19,i feel in my belly perfect two you can be the butterflies i a class imagebox href http s,False,2
i am feeling quite impressed with myself because i went two directions across the top row and down the left column,surprise,5,114,21,i am feeling quite impressed with myself because i went two directions across the top row and down the left column,False,5
i feel angry disgusted,anger,0,22,4,i feel angry disgusted,False,0
i am not feeling well or grouchy or lazy ill sometimes forego my bed in favor of our futon couch for a little shut eye,joy,2,118,25,i am not feeling well or grouchy or lazy ill sometimes forego my bed in favor of our futon couch for a little shut eye,False,2
im suddenly feeling lighter less burdened by the weight of my life,sadness,4,66,12,im suddenly feeling lighter less burdened by the weight of my life,False,4
i feel reluctant talking about myself and my current situation to you as i don t know how you ll feel but i guess its important you know all about me and the situation i am in so that we ll know if we can go further,fear,1,215,47,i feel reluctant talking about myself and my current situation to you as i don t know how you ll feel but i guess its important you know all about me and the situation i am in so that we ll know if we can go further,False,1
im sorry i feel so uncertain about it,fear,1,37,8,im sorry i feel so uncertain about it,False,1
i put my knitting down and covered my ears with my hands trying to minimize the feeling of being assaulted,fear,1,106,20,i put my knitting down and covered my ears with my hands trying to minimize the feeling of being assaulted,False,1
i have a feeling a forks version of that charming little tale will happen soon,joy,2,78,15,i have a feeling a forks version of that charming little tale will happen soon,False,2
i was uptight today over work issues but when i saw him all my tense emotions dissipated coz all i felt at that moment was this warm fuzzy feeling that feeling i get when im laying with him on my bed in a tender embrace and i plant sweet kisses on his cheeks,love,3,258,53,i was uptight today over work issues but when i saw him all my tense emotions dissipated coz all i felt at that moment was this warm fuzzy feeling that feeling i get when im laying with him on my bed in a tender embrace and i plant sweet kisses on his cheeks,False,3
i had to preform a few poems to the class so i will feel confident when i preform,joy,2,81,18,i had to preform a few poems to the class so i will feel confident when i preform,False,2
i feel a hesitant touch at my back and i lean back into the familiarly small hands,fear,1,82,17,i feel a hesitant touch at my back and i lean back into the familiarly small hands,False,1
i have a lovely nesty feeling after looking at all that cute teeny weeny clothing,joy,2,81,15,i have a lovely nesty feeling after looking at all that cute teeny weeny clothing,False,2
ive test tried dropping it and nothing happened which is supposed to be if something happened to my phone i would feel so fucked up,anger,0,131,25,ive test tried dropping it and nothing happened which is supposed to be if something happened to my phone i would feel so fucked up,False,0
i feel extremely passionate about this topic because that person used to be me,love,3,78,14,i feel extremely passionate about this topic because that person used to be me,False,3
i was so panicked i didn t feel it when my nails broke against the impenetrable wall of ice leaving red crescents of blood welling up on sensitive skin,sadness,4,151,29,i was so panicked i didn t feel it when my nails broke against the impenetrable wall of ice leaving red crescents of blood welling up on sensitive skin,False,4
i can help but feel sympathetic,love,3,31,6,i can help but feel sympathetic,False,3
i am no longer a virgin with girls i m starting to feel very indecisive once again,fear,1,82,17,i am no longer a virgin with girls i m starting to feel very indecisive once again,False,1
i lay in bed feeling as though i were awaiting an unwelcome visitor nevertheless i told myself i was strong and thought of good things until i felt better,sadness,4,154,29,i lay in bed feeling as though i were awaiting an unwelcome visitor nevertheless i told myself i was strong and thought of good things until i felt better,False,4
im already feeling sentimental about his time as a newborn as he was so wee and has sadly outgrown some fave thrifted outfits,sadness,4,125,23,im already feeling sentimental about his time as a newborn as he was so wee and has sadly outgrown some fave thrifted outfits,False,4
i have been feeling listless and loopy,sadness,4,38,7,i have been feeling listless and loopy,False,4
i would like to reduce the amount of jealousy i feel god commands us not to be jealous and i feel that every jew religious or not should obey that prohibition,anger,0,158,31,i would like to reduce the amount of jealousy i feel god commands us not to be jealous and i feel that every jew religious or not should obey that prohibition,False,0
i didnt want to feel any pain an hour later they decided to start that up and shortly after that they broke my water,sadness,4,116,24,i didnt want to feel any pain an hour later they decided to start that up and shortly after that they broke my water,False,4
i feel this command is useful to check the free space in log file for all databases in over go,joy,2,94,20,i feel this command is useful to check the free space in log file for all databases in over go,False,2
i am end up feeling devastated that i have borne such a social monster,sadness,4,70,14,i am end up feeling devastated that i have borne such a social monster,False,4
i feel it s acceptable for me to put forth little effort in today s post,joy,2,72,16,i feel it s acceptable for me to put forth little effort in today s post,False,2
i feel that the cool breeze is coming soon,joy,2,42,9,i feel that the cool breeze is coming soon,False,2
i feel intimidated by the wide open design and therefore find it hard to write,fear,1,78,15,i feel intimidated by the wide open design and therefore find it hard to write,False,1
when i heard about the treatment of a friend in jail really inhuman i never realised that such things also happen in the netherlands,anger,0,132,24,when i heard about the treatment of a friend in jail really inhuman i never realised that such things also happen in the netherlands,False,0
i talk to you i feel like a lot gets resolved,joy,2,45,11,i talk to you i feel like a lot gets resolved,False,2
i am hoping the running thing works out like the numerous success stories i have accumulated but so far i am not feeling hopeful today,joy,2,134,25,i am hoping the running thing works out like the numerous success stories i have accumulated but so far i am not feeling hopeful today,False,2
i feel divine in more ways than one,joy,2,35,8,i feel divine in more ways than one,False,2
i feel also just drained,sadness,4,24,5,i feel also just drained,False,4
i admit i walked into third wave cafe feeling a little apprehensive but what appeared to be a run of the mill cafe turned out to be a restaurant with great personality and even greater food,fear,1,189,36,i admit i walked into third wave cafe feeling a little apprehensive but what appeared to be a run of the mill cafe turned out to be a restaurant with great personality and even greater food,False,1
i began to feel agitated because i wanted to buy ewan some food and medicine before i left,anger,0,90,18,i began to feel agitated because i wanted to buy ewan some food and medicine before i left,False,0
i don t know i just had this gut feeling and it just really bothered me he said,anger,0,79,18,i don t know i just had this gut feeling and it just really bothered me he said,False,0
i realised karin s producing a book for those of us who feels keen but worries at the same time,joy,2,95,20,i realised karin s producing a book for those of us who feels keen but worries at the same time,False,2
my classmate got a b for his homework while i only got a c when we got the results he acted as if he did not merit this grade i found that his humility was hypocritical and i found it disgusting,anger,0,194,41,my classmate got a b for his homework while i only got a c when we got the results he acted as if he did not merit this grade i found that his humility was hypocritical and i found it disgusting,False,0
i feel stupid using this name,sadness,4,29,6,i feel stupid using this name,False,4
im sore and feeling very unsure of how in the world i will go more miles in weeks,fear,1,81,18,im sore and feeling very unsure of how in the world i will go more miles in weeks,False,1
i feel bitter theofilou said of the lack of support to nods of agreement by kastrioti who waited for her turn to board,anger,0,118,23,i feel bitter theofilou said of the lack of support to nods of agreement by kastrioti who waited for her turn to board,False,0
